Gender,Age,Occupation,Purpose_of_Travel,Travel_Frequency,Travel_Class,Flight_Preference,Booking_Mode,Influencing_Factors,Airline_Last_Flown,Price_Sensitivity,Loyalty_Program,Reward_Preference,Schedule_Preference,Inflight_Priority,Purpose_List,business,leisure,family_visit,education,medical,others,indigo,spicejet,vistara,air_india,akasa,airline_count
woman,25-34,student,family visit;,1 flight,premium economy,no preference,travel agent,"['ticket price', 'free food', 'seat comfort']",indigo;,not sensitive,no,"['free lounge access', 'extra baggage', 'free seat upgrades']",early morning,"['seat comfort', 'amenities(e.g charging ports, eye-mask, blankets)', 'in-flight entertainment']",['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,35-44,working professional,business,7-10 flights,business,no preference,travel agent,['ticket price'],other;,very sensitive,no,['free flights'],evening,cabin crew behavior,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,25-34,student,others,1 flight,business,prefer layover for rest/personal reasons,airline website/app,"['ticket price', 'in flight service quality']",indigo;,not sensitive,yes,"['cashback or discount', 'free flights', 'free seat upgrades']",afternoon,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,others,4-6 flights,first class,prefer 1-stop if cheaper,other,"['free food', 'punctuality']",indigo;,very sensitive,no,['cashback or discount'],no preference,in-flight entertainment,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,45-60,homemaker,leisure/vacation;,1 flight,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'punctuality', 'seat comfort']",indigo;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'free lounge access']",early morning,"['extra legroom', 'extra baggage facility', 'seat comfort']",['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,working professional,others,7-10 flights,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['punctuality', 'loyalty programs', 'in flight service quality']",vistara;,very sensitive,no,"['free flights', 'free lounge access']",afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,0,0,1,0,0,1
woman,25-34,working professional,others,2-3 flights,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['ticket price'],air india;,very sensitive,no,"['free lounge access', 'free seat upgrades']",afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,0,0,0,1,0,1
woman,45-60,working professional,others,2-3 flights,premium economy,prefer 1-stop if cheaper,airline website/app,"['free food', 'safety rating', 'brand reputation']",vistara;,not sensitive,yes,"['free lounge access', 'priority check-in/boarding']",no preference,seat comfort,['others'],0,1,0,0,0,0,0,0,1,0,0,1
woman,19-24,student,others,7-10 flights,business,direct flight only,airline website/app,"['ticket price', 'in flight service quality']",other;,very sensitive,no,"['free lounge access', 'priority check-in/boarding']",no preference,cabin crew behavior,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,7-10 flights,business,prefer 1-stop if cheaper,other,"['in flight service quality', 'safety rating']",other;,somewhat sensitive,yes,"['free lounge access', 'free flights', 'priority check-in/boarding']",evening,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,45-60,government employee,others,4-6 flights,first class,direct flight only,other,"['loyalty programs', 'safety rating', 'in flight service quality']",other;,very sensitive,no,"['free flights', 'priority check-in/boarding']",no preference,seat comfort,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,25-34,working professional,business,4-6 flights,first class,prefer 1-stop if cheaper,travel agent,"['punctuality', 'free food']",other;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding']",no preference,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,35-44,working professional,business,7-10 flights,business,prefer layover for rest/personal reasons,travel agent,"['free food', 'ticket price', 'loyalty programs']",spicejet;,very sensitive,no,"['free lounge access', 'free seat upgrades']",no preference,extra baggage facility,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,19-24,student,leisure/vacation;,2-3 flights,economy,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'brand reputation', 'safety rating']",indigo;,very sensitive,no,"['free seat upgrades', 'cashback or discount', 'free lounge access']",evening,"['extra legroom', 'extra baggage facility', 'seat comfort']",['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
man,19-24,student,education;leisure/vacation,2-3 flights,economy,prefer 1-stop if cheaper,airline website/app,"['in flight service quality', 'ticket price', 'seat comfort']",indigo,somewhat sensitive,no,"['cashback or discount', 'free seat upgrades', 'extra baggage']",afternoon,"['extra baggage facility', 'amenities(e.g charging ports, eye-mask, blankets)', 'seat comfort']","['education', 'leisure']",0,1,0,1,0,0,1,0,0,0,0,1
woman,19-24,student,others,4-6 flights,business,direct flight only,airline website/app,['free food'],other;,very sensitive,no,['free seat upgrades'],afternoon,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,business,7-10 flights,business,prefer layover for rest/personal reasons,travel agent,"['in flight service quality', 'safety rating', 'loyalty programs']",indigo;,very sensitive,no,"['free flights', 'free lounge access']",late night,in-flight entertainment,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,others,4-6 flights,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['safety rating'],indigo;,not sensitive,no,['free flights'],no preference,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,60+,others,others,7-10 flights,first class,prefer 1-stop if cheaper,other,"['safety rating', 'free food', 'brand reputation']",other;,very sensitive,no,['free lounge access'],no preference,in-flight entertainment,['others'],0,1,0,0,1,0,0,0,1,0,0,1
man,45-60,government employee,others,4-6 flights,first class,prefer 1-stop if cheaper,travel agent,['punctuality'],indigo;,not sensitive,yes,"['free lounge access', 'priority check-in/boarding']",no preference,extra baggage facility,['others'],0,0,1,0,0,0,1,0,0,0,0,1
man,25-34,business owner,others,7-10 flights,first class,prefer 1-stop if cheaper,corporate booking portal,"['loyalty programs', 'safety rating', 'in flight service quality']",spicejet;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",evening,in-flight entertainment,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,business owner,business,4-6 flights,business,direct flight only,corporate booking portal,"['loyalty programs', 'free food']",other;,very sensitive,no,"['free lounge access', 'cashback or discount', 'free flights']",early morning,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,others,4-6 flights,business,prefer 1-stop if cheaper,airline website/app,['in flight service quality'],spicejet;,very sensitive,no,"['cashback or discount', 'free lounge access', 'free flights']",late night,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,family visit,1 flight,economy,prefer layover for rest/personal reasons,airline website/app,"['ticket price', 'loyalty programs']",vistara;,not sensitive,yes,['priority check-in/boarding'],no preference,extra baggage facility,['family_visit'],0,0,1,0,1,0,0,0,1,0,0,1
woman,60+,others,others,7-10 flights,business,direct flight only,airline website/app,['punctuality'],other;,not sensitive,yes,"['cashback or discount', 'priority check-in/boarding', 'free flights']",early morning,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,25-34,business owner,business,4-6 flights,business,no preference,travel agent,"['free food', 'safety rating']",other;,very sensitive,no,['cashback or discount'],afternoon,"amenities(e.g charging ports, eye-mask, blankets)",['business'],1,0,0,0,0,0,0,0,0,1,0,1
woman,60+,others,others,1 flight,economy,prefer layover for rest/personal reasons,travel agent,"['brand reputation', 'safety rating']",indigo;,very sensitive,no,"['free flights', 'free seat upgrades']",late night,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,35-44,business owner,leisure/vacation,4-6 flights,business,prefer layover for rest/personal reasons,travel agent,"['brand reputation', 'ticket price']",other;,very sensitive,no,"['priority check-in/boarding', 'free flights', 'free seat upgrades']",no preference,seat comfort,['leisure'],0,1,0,0,0,0,0,0,1,0,0,1
woman,60+,others,others,1 flight,economy,no preference,"third party website (e.g makemytrip, goibibo)",['free food'],spicejet;,not sensitive,yes,['cashback or discount'],afternoon,cabin crew behavior,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,25-34,working professional,business,7-10 flights,first class,direct flight only,corporate booking portal,"['brand reputation', 'punctuality', 'in flight service quality']",other;,very sensitive,no,['free lounge access'],late night,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,0 flight,premium economy,direct flight only,travel agent,"['in flight service quality', 'free food']",spicejet;,somewhat sensitive,yes,['free lounge access'],afternoon,extra legroom,['others'],0,0,1,0,0,0,0,1,0,0,0,1
man,35-44,business owner,others,4-6 flights,business,prefer 1-stop if cheaper,airline website/app,"['loyalty programs', 'in flight service quality']",air india;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding']",afternoon,seat comfort,['others'],1,0,0,0,0,0,0,0,0,1,0,1
woman,19-24,student,education;,2-3 flights,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['ticket price', 'free food', 'in flight service quality']",indigo;,very sensitive,yes,"['extra baggage', 'priority check-in/boarding', 'cashback or discount']",early morning,"['cabin crew behavior', 'amenities(e.g charging ports, eye-mask, blankets)', 'in-flight entertainment']",['education'],0,0,0,1,0,0,1,0,0,0,0,1
woman,25-34,business owner,others,7-10 flights,first class,prefer layover for rest/personal reasons,other,['brand reputation'],other;,very sensitive,no,['free flights'],evening,extra legroom,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,business owner,others,2-3 flights,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['in flight service quality'],other;,very sensitive,no,"['cashback or discount', 'free lounge access', 'free flights']",evening,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,business,4-6 flights,first class,direct flight only,airline website/app,['punctuality'],spicejet;,very sensitive,no,['free lounge access'],late night,extra baggage facility,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,business owner,business,4-6 flights,premium economy,direct flight only,travel agent,['brand reputation'],spicejet;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",early morning,"amenities(e.g charging ports, eye-mask, blankets)",['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,45-60,government employee,others,7-10 flights,first class,direct flight only,airline website/app,['loyalty programs'],spicejet;,not sensitive,yes,"['free flights', 'free seat upgrades']",afternoon,cabin crew behavior,['others'],0,0,0,0,0,1,0,1,0,0,0,1
man,19-24,student,leisure/vacation,0 flight,first class,no preference,"third party website (e.g makemytrip, goibibo)","['ticket price', 'punctuality', 'in flight service quality']",other,very sensitive,no,"['free seat upgrades', 'free lounge access', 'free flights']",late night,"['seat comfort', 'cabin crew behavior', 'in-flight entertainment']",['leisure'],0,1,0,0,0,0,0,0,0,1,0,1
woman,35-44,business owner,business,1 flight,business,direct flight only,"third party website (e.g makemytrip, goibibo)","['safety rating', 'ticket price', 'free food']",other;,somewhat sensitive,yes,"['free flights', 'priority check-in/boarding']",afternoon,seat comfort,['business'],1,0,0,0,0,0,0,0,0,1,0,1
woman,35-44,business owner,business,2-3 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['free food', 'in flight service quality']",other;,very sensitive,no,['free lounge access'],early morning,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,others,more than 10 flight,economy,prefer 1-stop if cheaper,other,"['ticket price', 'brand reputation']",air india;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",late night,cabin crew behavior,['others'],0,0,1,0,0,0,0,0,0,1,0,1
man,35-44,working professional,others,7-10 flights,business,direct flight only,other,['punctuality'],indigo;,very sensitive,no,"['cashback or discount', 'free flights', 'free seat upgrades']",afternoon,seat comfort,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,others,4-6 flights,premium economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['punctuality', 'loyalty programs']",other;,very sensitive,no,['cashback or discount'],afternoon,seat comfort,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,7-10 flights,business,prefer 1-stop if cheaper,airline website/app,"['free food', 'brand reputation']",spicejet;,very sensitive,no,['cashback or discount'],afternoon,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,0,0,0,0,1,0,1,0,0,0,1
man,35-44,student,others,2-3 flights,first class,no preference,other,"['punctuality', 'safety rating']",spicejet;,very sensitive,no,['priority check-in/boarding'],early morning,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,60+,student,education,4-6 flights,economy,direct flight only,airline website/app,"['ticket price', 'in flight service quality', 'safety rating']",indigo;other;air india,somewhat sensitive,no,"['free lounge access', 'extra baggage', 'free seat upgrades']",evening,"['cabin crew behavior', 'extra legroom', 'seat comfort']",['education'],0,0,0,1,0,0,1,0,0,0,0,1
woman,45-60,student,others,4-6 flights,business,prefer 1-stop if cheaper,other,"['ticket price', 'in flight service quality', 'safety rating']",spicejet;,somewhat sensitive,yes,['free lounge access'],early morning,extra baggage facility,['others'],0,0,0,1,0,0,0,1,0,0,0,1
woman,35-44,working professional,business,2-3 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,['safety rating'],vistara;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding']",early morning,in-flight entertainment,['business'],1,0,0,0,0,0,0,0,1,0,0,1
